TRINITY_DN40291_c0_g1_i1	---NA---
TRINITY_DN40907_c0_g1_i1	"Peptide deformylase 1A
TRINITY_DN41672_c0_g1_i1	Tankyrase
TRINITY_DN42309_c0_g1_i1	Alpha/beta hydrolase domain-containing protein 17C
TRINITY_DN44641_c0_g1_i1	hypothetical protein AK812_SmicGene31243
TRINITY_DN4538_c0_g2_i1	hypothetical protein AK812_SmicGene23386
TRINITY_DN46177_c0_g1_i1	hypothetical protein AK812_SmicGene11744
TRINITY_DN46344_c0_g1_i1	hypothetical protein AK812_SmicGene16101
TRINITY_DN46775_c0_g1_i1	hypothetical protein AK812_SmicGene13472
TRINITY_DN48457_c0_g1_i1	hypothetical protein AK812_SmicGene26542
TRINITY_DN49093_c0_g1_i1	---NA---
TRINITY_DN49440_c0_g1_i1	Tetratricopeptide repeat protein 30A
TRINITY_DN49884_c0_g1_i1	Amine oxidase [flavin-containing] B
TRINITY_DN51408_c0_g1_i1	hypothetical protein AK812_SmicGene15395
TRINITY_DN52544_c0_g1_i1	Histidine--tRNA ligase
TRINITY_DN54132_c0_g1_i1	---NA---
TRINITY_DN54501_c0_g1_i1	putative cytosolic oligopeptidase A
TRINITY_DN54595_c0_g1_i1	RasGAP-activating-like protein 1
TRINITY_DN5490_c0_g1_i1	hypothetical protein AK812_SmicGene8672
TRINITY_DN54965_c0_g1_i1	putative sodium-coupled neutral amino acid transporter 7
TRINITY_DN55201_c0_g1_i1	Tyrocidine synthase 1
TRINITY_DN55246_c0_g1_i1	---NA---
TRINITY_DN55672_c0_g1_i1	excinuclease ABC subunit UvrB
TRINITY_DN56205_c0_g1_i1	putative malate dehydrogenase 1B
TRINITY_DN56964_c0_g1_i1	Sodium channel protein type 11 subunit alpha
TRINITY_DN58324_c0_g1_i1	"caffeine-induced death protein 1
TRINITY_DN59126_c0_g1_i1	cold-shock protein
TRINITY_DN59986_c0_g1_i1	---NA---
TRINITY_DN60801_c0_g1_i1	putative E3 ubiquitin-protein ligase HERC1
TRINITY_DN60934_c0_g1_i1	putative N-acetylgalactosaminyltransferase 6
TRINITY_DN61341_c0_g1_i1	3-ketoacyl-CoA synthase 17
TRINITY_DN62638_c0_g1_i1	Zinc transporter ZupT
TRINITY_DN6279_c0_g1_i1	hypothetical protein AK812_SmicGene9220
TRINITY_DN63130_c0_g1_i1	"Pentatricopeptide repeat-containing protein
TRINITY_DN63384_c0_g1_i1	putative E3 ubiquitin-protein ligase HERC2
TRINITY_DN635_c0_g1_i1	NADPH oxidase 4
TRINITY_DN64402_c0_g1_i1	class I SAM-dependent methyltransferase
TRINITY_DN64598_c0_g1_i1	"mTERF domain-containing protein 1
TRINITY_DN66396_c0_g1_i1	"Calcium-dependent protein kinase
TRINITY_DN67623_c0_g1_i1	hypothetical protein AK812_SmicGene34897
TRINITY_DN69192_c0_g1_i1	Histidine--tRNA ligase
TRINITY_DN69582_c0_g1_i1	hypothetical protein AK812_SmicGene9850
TRINITY_DN7347_c0_g1_i1	---NA---
TRINITY_DN774_c0_g1_i1	Sodium channel protein type 3 subunit alpha
TRINITY_DN8212_c0_g1_i1	hypothetical protein AK812_SmicGene28451
TRINITY_DN9380_c0_g2_i1	Ankyrin-2
TRINITY_DN25968_c0_g1_i1	---NA---
TRINITY_DN57314_c0_g1_i1	hypothetical protein AK812_SmicGene27951
TRINITY_DN69752_c0_g1_i1	---NA---
TRINITY_DN972_c0_g2_i1	Uncharacterized protein AK812_SmicGene33019
TRINITY_DN46588_c0_g1_i1	hypothetical protein AK812_SmicGene18447
TRINITY_DN17034_c0_g1_i1	Calcium-dependent protein kinase 1
TRINITY_DN30967_c0_g1_i1	Repetin
TRINITY_DN3227_c0_g1_i1	hypothetical protein AK812_SmicGene1704
TRINITY_DN49136_c0_g1_i1	---NA---
TRINITY_DN32059_c0_g1_i1	hypothetical protein AK812_SmicGene10632
TRINITY_DN40449_c0_g1_i1	hypothetical protein AK812_SmicGene31613
TRINITY_DN27915_c0_g1_i1	---NA---
TRINITY_DN18245_c0_g2_i1	Kinesin-like protein KIF15
TRINITY_DN13986_c0_g1_i1	---NA---
TRINITY_DN3270_c0_g2_i1	CCR4-NOT transcription complex subunit 3
TRINITY_DN55671_c0_g1_i1	Poly(ADP-ribose) polymerase pme-5
TRINITY_DN21166_c0_g1_i2	Cytoplasmic dynein 2 heavy chain 1
TRINITY_DN55879_c0_g1_i1	hypothetical protein AK812_SmicGene34605
TRINITY_DN10592_c0_g1_i1	hypothetical protein AK812_SmicGene662
TRINITY_DN21725_c0_g1_i3	hypothetical protein PBRA_002490
TRINITY_DN40317_c0_g1_i1	hypothetical protein AK812_SmicGene41481
TRINITY_DN56188_c0_g1_i1	Voltage-dependent T-type calcium channel subunit alpha-1H
TRINITY_DN47059_c0_g1_i1	hypothetical protein AK812_SmicGene44471
TRINITY_DN19661_c0_g2_i1	26S proteasome non-ATPase regulatory subunit 4 homolog
TRINITY_DN3305_c0_g1_i1	High-affinity nickel transport protein
TRINITY_DN16374_c0_g1_i3	UDP-glucuronosyltransferase 2B17
TRINITY_DN42129_c0_g1_i1	predicted protein
TRINITY_DN43835_c0_g1_i1	hypothetical protein AK812_SmicGene25368
TRINITY_DN2270_c0_g1_i1	hypothetical protein AK812_SmicGene12380
TRINITY_DN13072_c0_g1_i1	SET domain-containing protein 4
TRINITY_DN46289_c0_g1_i1	CTD small phosphatase-like protein 2
TRINITY_DN22219_c0_g1_i1	hypothetical protein AK812_SmicGene16124
TRINITY_DN41977_c0_g1_i1	hypothetical protein AK812_SmicGene38775
TRINITY_DN12107_c0_g1_i1	protein FAM184A-like isoform X3
TRINITY_DN65111_c0_g1_i1	---NA---
TRINITY_DN12527_c0_g2_i1	Centrosomal protein of 164 kDa
TRINITY_DN24475_c0_g1_i1	---NA---
TRINITY_DN7921_c0_g2_i1	---NA---
TRINITY_DN39930_c0_g1_i1	hypothetical protein H257_04308
TRINITY_DN42849_c0_g1_i1	hypothetical protein AK812_SmicGene41138
TRINITY_DN13757_c0_g1_i1	hypothetical protein AK812_SmicGene21145
TRINITY_DN40496_c0_g1_i1	hypothetical protein AK812_SmicGene18010
TRINITY_DN12419_c0_g2_i1	Glycerol kinase
TRINITY_DN47321_c0_g1_i1	Ubiquitin-conjugating enzyme variant MMS2
TRINITY_DN19102_c1_g1_i1	Tip elongation aberrant protein 1
TRINITY_DN64030_c0_g1_i1	"80 kD MCM3-associated protein
TRINITY_DN23439_c0_g1_i1	"Protoporphyrinogen oxidase
TRINITY_DN34846_c0_g1_i1	hypothetical protein AK812_SmicGene33125
TRINITY_DN65132_c0_g1_i1	hypothetical protein AK812_SmicGene4521
TRINITY_DN46659_c0_g1_i1	hypothetical protein AK812_SmicGene22903
TRINITY_DN38324_c0_g1_i1	hypothetical protein AK812_SmicGene2321
TRINITY_DN24318_c0_g1_i1	hypothetical protein AK812_SmicGene958
TRINITY_DN61857_c0_g1_i1	---NA---
TRINITY_DN56130_c0_g1_i1	hypothetical protein AK812_SmicGene38928
TRINITY_DN40911_c0_g1_i1	60S ribosomal protein L13a
TRINITY_DN30972_c0_g1_i1	E3 ubiquitin-protein ligase TRIM71
TRINITY_DN38945_c0_g1_i1	hypothetical protein AK812_SmicGene19351
TRINITY_DN15456_c0_g1_i1	hypothetical protein THAOC_32028
TRINITY_DN14452_c1_g1_i1	E3 ubiquitin-protein ligase HERC2
TRINITY_DN50304_c0_g1_i1	Myotubularin-related protein 2
TRINITY_DN17412_c1_g3_i1	hypothetical protein AK812_SmicGene23747
TRINITY_DN2392_c0_g2_i1	Catechol O-methyltransferase
TRINITY_DN4789_c0_g2_i1	hypothetical protein PBRA_000743
TRINITY_DN64849_c0_g1_i1	Serine/threonine-protein kinase 38
TRINITY_DN56626_c0_g1_i1	kinesin-like protein KIF3A
TRINITY_DN10777_c0_g2_i1	hypothetical protein AK812_SmicGene21134
TRINITY_DN41703_c0_g1_i1	"Pentatricopeptide repeat-containing protein
TRINITY_DN57367_c0_g1_i1	calmodulin-like protein 12
TRINITY_DN29143_c0_g1_i1	Glutaredoxin-1
TRINITY_DN58443_c0_g1_i1	putative membrane protein C24H6.13
TRINITY_DN48443_c0_g1_i1	"Pentatricopeptide repeat-containing protein
TRINITY_DN51634_c0_g1_i1	snRNA-activating protein complex subunit 3
TRINITY_DN4296_c0_g1_i1	Ankyrin-2
TRINITY_DN33646_c0_g1_i1	Protein YIF1A
TRINITY_DN47672_c0_g1_i1	hypothetical protein AK812_SmicGene14747
TRINITY_DN46205_c0_g1_i1	Calmodulin-like protein
TRINITY_DN52004_c0_g1_i1	hypothetical protein AK812_SmicGene39159
TRINITY_DN65970_c0_g1_i1	"Pentatricopeptide repeat-containing protein
TRINITY_DN9835_c0_g1_i1	hypothetical protein AK812_SmicGene37185
TRINITY_DN47291_c0_g1_i1	hypothetical protein AK812_SmicGene10480
TRINITY_DN59162_c0_g1_i1	Glutathione S-transferase
TRINITY_DN229_c1_g1_i1	hypothetical protein AK812_SmicGene26558
TRINITY_DN35945_c0_g1_i1	hypothetical protein AK812_SmicGene13680
TRINITY_DN48296_c0_g1_i1	hypothetical protein AK812_SmicGene6035
TRINITY_DN5635_c0_g1_i1	DUF262 domain-containing protein
TRINITY_DN484_c0_g1_i1	---NA---
TRINITY_DN66070_c0_g1_i1	UPF0160 protein
TRINITY_DN39455_c0_g1_i1	Crystallin J1B
TRINITY_DN52014_c0_g1_i1	chloroplast ferredoxin-NADP{+) reductase
TRINITY_DN31953_c0_g1_i1	---NA---
TRINITY_DN8867_c0_g1_i1	---NA---
TRINITY_DN65680_c0_g2_i1	---NA---
TRINITY_DN5293_c0_g1_i1	---NA---
TRINITY_DN66991_c0_g1_i1	Kinesin-related protein 5
TRINITY_DN1912_c0_g3_i1	Sodium channel protein type 11 subunit alpha
TRINITY_DN33381_c0_g1_i1	hypothetical protein AK812_SmicGene1588
TRINITY_DN66361_c0_g1_i1	2-acylglycerol O-acyltransferase 2
TRINITY_DN17874_c0_g1_i2	ATP-dependent RNA helicase A
TRINITY_DN5222_c0_g2_i1	hypothetical protein AK812_SmicGene13394
TRINITY_DN18095_c0_g1_i1	hypothetical protein
TRINITY_DN35231_c0_g2_i1	Leukocyte cysteine proteinase inhibitor 1
TRINITY_DN28606_c0_g1_i1	---NA---
TRINITY_DN55381_c0_g1_i1	Poly(rC)-binding protein 1
TRINITY_DN48144_c0_g1_i1	hypothetical protein AK812_SmicGene6393
TRINITY_DN61926_c0_g1_i1	Pyrazinamidase/nicotinamidase
TRINITY_DN23546_c0_g1_i1	"hypothetical protein
TRINITY_DN31154_c0_g1_i1	"Pentatricopeptide repeat-containing protein
TRINITY_DN955_c0_g1_i1	RING finger protein 44
TRINITY_DN25225_c0_g1_i1	"Hypothetical protein
TRINITY_DN29219_c0_g1_i1	---NA---
TRINITY_DN31299_c0_g1_i1	hypothetical protein AK812_SmicGene23972
TRINITY_DN31730_c0_g1_i1	---NA---
TRINITY_DN34008_c0_g1_i1	---NA---
TRINITY_DN42872_c0_g1_i1	"Dynein light chain 1
TRINITY_DN44021_c0_g1_i1	---NA---
TRINITY_DN44510_c0_g1_i1	---NA---
TRINITY_DN45366_c0_g1_i1	putative E3 ubiquitin-protein ligase HERC1
TRINITY_DN46547_c0_g1_i1	---NA---
TRINITY_DN53925_c0_g1_i1	---NA---
TRINITY_DN60803_c0_g1_i1	---NA---
TRINITY_DN69527_c0_g1_i1	LINE-1 retrotransposable element ORF2 protein
TRINITY_DN19196_c0_g3_i1	UDP-N-acetylhexosamine pyrophosphorylase
TRINITY_DN10400_c0_g2_i1	Calcium-dependent protein kinase 2
TRINITY_DN57468_c0_g1_i1	Xaa-Pro dipeptidase
TRINITY_DN63224_c0_g1_i1	DUF4116 domain-containing protein
TRINITY_DN58518_c0_g1_i1	"Photosystem II stability/assembly factor HCF136
TRINITY_DN16787_c0_g1_i1	Transketolase
TRINITY_DN6679_c0_g2_i1	Replication factor C subunit 5
TRINITY_DN27408_c0_g1_i1	Copper-exporting P-type ATPase A
TRINITY_DN38672_c0_g1_i1	"3-hydroxyanthranilate 3
TRINITY_DN47796_c0_g1_i1	hypothetical protein AK812_SmicGene41820
TRINITY_DN66703_c0_g1_i1	eribonuclease p
TRINITY_DN21755_c0_g1_i3	unnamed protein product
TRINITY_DN69012_c0_g1_i1	---NA---
TRINITY_DN59577_c0_g2_i1	hypothetical protein AK812_SmicGene3575
TRINITY_DN34069_c0_g1_i1	Copia protein
TRINITY_DN66206_c0_g1_i1	---NA---
TRINITY_DN48006_c0_g1_i1	NADP-dependent malic enzyme
TRINITY_DN42852_c0_g1_i1	---NA---
TRINITY_DN42042_c0_g1_i1	hypothetical protein AK812_SmicGene42239
TRINITY_DN20084_c0_g1_i2	Guanylate-binding protein
TRINITY_DN52729_c0_g1_i1	hypothetical protein AK812_SmicGene5477
TRINITY_DN8521_c0_g2_i1	hypothetical protein AK812_SmicGene4095
TRINITY_DN24715_c0_g1_i1	hypothetical protein AK812_SmicGene28965
TRINITY_DN24724_c0_g1_i1	Acyl-CoA dehydrogenase family member 11
TRINITY_DN36414_c0_g1_i1	hypothetical protein AK812_SmicGene9552
TRINITY_DN32296_c0_g1_i1	hypothetical protein AK812_SmicGene8886
TRINITY_DN39798_c0_g1_i1	---NA---
TRINITY_DN15115_c1_g1_i1	"Phosphoglucan water dikinase
TRINITY_DN15653_c0_g1_i1	hypothetical protein AK812_SmicGene5318
TRINITY_DN18295_c0_g1_i1	"putative cadmium/zinc-transporting ATPase HMA1
TRINITY_DN337_c0_g1_i1	Chondramide synthase cmdD
TRINITY_DN49170_c0_g1_i1	Prefoldin subunit 3
TRINITY_DN44351_c0_g1_i1	---NA---
TRINITY_DN19304_c0_g1_i1	Cation channel sperm-associated protein 1
TRINITY_DN639_c0_g2_i1	---NA---
TRINITY_DN12163_c0_g2_i1	molecular chaperone DnaJ
TRINITY_DN41875_c0_g1_i1	hypothetical protein AK812_SmicGene6222
TRINITY_DN5959_c0_g2_i1	putative Serine/threonine protein kinase
TRINITY_DN22336_c0_g1_i1	hypothetical protein SteCoe_22199
TRINITY_DN17725_c1_g1_i1	hypothetical protein AK812_SmicGene23781
TRINITY_DN38238_c0_g2_i1	Telomeric repeat-binding factor 2-interacting protein 1
TRINITY_DN65948_c0_g1_i1	hypothetical protein AK812_SmicGene32429
TRINITY_DN11124_c0_g1_i1	LRR receptor-like serine/threonine-protein kinase GSO1
TRINITY_DN193_c0_g1_i1	hypothetical protein AK812_SmicGene3072
TRINITY_DN15707_c0_g2_i1	hypothetical protein AK812_SmicGene39792
TRINITY_DN68164_c0_g1_i1	hypothetical protein AK812_SmicGene3717
TRINITY_DN4272_c0_g2_i1	---NA---
TRINITY_DN7649_c0_g1_i1	Protein-S-isoprenylcysteine O-methyltransferase
TRINITY_DN11039_c0_g1_i1	putative E3 ubiquitin-protein ligase HERC2
TRINITY_DN28395_c0_g1_i1	---NA---
TRINITY_DN18836_c0_g2_i1	putative fumarate reductase
TRINITY_DN19923_c0_g1_i1	putative DUF21 domain-containing protein
TRINITY_DN21449_c0_g1_i1	"Methionine synthase
TRINITY_DN21914_c0_g1_i1	putative DUF21 domain-containing protein
TRINITY_DN24808_c0_g1_i1	hypothetical protein AK812_SmicGene29136
TRINITY_DN33488_c0_g1_i1	hypothetical protein AK812_SmicGene8962
TRINITY_DN40178_c0_g1_i1	Sodium channel protein type 11 subunit alpha
TRINITY_DN47240_c0_g1_i1	putative calcium-binding protein CML13
TRINITY_DN54686_c0_g1_i1	hypothetical protein AK812_SmicGene37459
TRINITY_DN55971_c0_g1_i1	putative sugar phosphate/phosphate translocator
TRINITY_DN57777_c0_g1_i1	---NA---
TRINITY_DN6168_c0_g1_i1	DUF4127 domain-containing protein
TRINITY_DN66815_c0_g1_i1	FkbM family methyltransferase
TRINITY_DN66702_c0_g1_i1	Poly(rC)-binding protein 1
TRINITY_DN57177_c0_g1_i1	E3 ubiquitin-protein ligase TRIM71
TRINITY_DN16399_c0_g2_i1	Glutathione S-transferase
TRINITY_DN25061_c0_g1_i1	---NA---
TRINITY_DN32935_c0_g1_i1	Retrovirus-related Pol polyprotein from transposon TNT 1-94
TRINITY_DN37614_c0_g1_i1	---NA---
TRINITY_DN36457_c0_g1_i1	---NA---
TRINITY_DN46578_c0_g1_i1	"AChain A
TRINITY_DN17950_c0_g1_i1	Delta(5) fatty acid desaturase B
TRINITY_DN15331_c0_g1_i4	putative UDP-glucosyltransferase YojK
TRINITY_DN1708_c0_g1_i1	hypothetical protein AK812_SmicGene40666
TRINITY_DN18465_c0_g2_i1	Sterol 3-beta-glucosyltransferase
TRINITY_DN23559_c0_g1_i1	hypothetical protein AK812_SmicGene25707
TRINITY_DN24465_c0_g1_i1	hypothetical protein AK812_SmicGene14743
TRINITY_DN31691_c0_g1_i1	"FAD-linked sulfhydryl oxidase ERV2
TRINITY_DN41095_c0_g1_i1	Copia protein
TRINITY_DN46558_c0_g1_i1	nitrogen assimilation regulatory protein
TRINITY_DN53205_c0_g1_i1	---NA---
TRINITY_DN65991_c0_g1_i1	cytochrome b5
TRINITY_DN9966_c0_g2_i1	Shaggy-related protein kinase epsilon
TRINITY_DN47404_c0_g1_i1	---NA---
TRINITY_DN20547_c6_g1_i1	Uncharacterized protein ycf45
TRINITY_DN55635_c0_g1_i1	WD repeat-containing protein WRAP73
TRINITY_DN17140_c0_g1_i2	hypothetical protein SPPG_01038
TRINITY_DN17069_c1_g1_i1	---NA---
TRINITY_DN22923_c0_g1_i1	hypothetical protein AK812_SmicGene5421
TRINITY_DN6071_c0_g1_i1	Caltractin ICL1f
TRINITY_DN38133_c0_g1_i1	Pre-mRNA-processing factor 40-like A
TRINITY_DN27348_c0_g2_i1	hypothetical protein AK812_SmicGene12410
TRINITY_DN53026_c0_g1_i1	---NA---
TRINITY_DN21024_c0_g2_i1	Aconitate hydratase 2
TRINITY_DN12_c0_g1_i1	predicted protein
TRINITY_DN9315_c0_g1_i1	Aspartate aminotransferase
TRINITY_DN13304_c0_g1_i1	Aspartyl/asparaginyl beta-hydroxylase
TRINITY_DN42000_c0_g1_i1	Potassium voltage-gated channel subfamily D member 2
TRINITY_DN25864_c0_g1_i1	putative methyltransferase AN0656
TRINITY_DN21584_c3_g1_i1	hypothetical protein AK812_SmicGene21379
TRINITY_DN42743_c0_g1_i1	hypothetical protein AK812_SmicGene30670
TRINITY_DN57086_c0_g1_i1	polyketide synthase
TRINITY_DN708_c0_g1_i1	---NA---
TRINITY_DN43270_c0_g1_i1	hypothetical protein AK812_SmicGene27627
TRINITY_DN19260_c2_g1_i1	putative TrmH family tRNA/rRNA methyltransferase YacO
TRINITY_DN7386_c0_g1_i1	Ankyrin repeat domain-containing protein 17
TRINITY_DN14523_c0_g1_i1	TIGR02452 family protein
TRINITY_DN36139_c0_g1_i1	---NA---
TRINITY_DN2767_c0_g1_i1	Cyclic nucleotide-gated cation channel alpha-4
TRINITY_DN8555_c0_g1_i1	hypothetical protein AK812_SmicGene14208
TRINITY_DN59490_c0_g1_i1	---NA---
TRINITY_DN7124_c0_g1_i1	Aspartyl/asparaginyl beta-hydroxylase
TRINITY_DN10131_c0_g2_i1	"Elicitor-responsive protein
TRINITY_DN17352_c0_g1_i1	putative fumarate reductase
TRINITY_DN48739_c0_g1_i1	---NA---
TRINITY_DN54720_c0_g1_i1	---NA---
TRINITY_DN48286_c0_g1_i1	hypothetical protein AK812_SmicGene39679
TRINITY_DN39793_c0_g1_i1	UDP-galactose transporter
TRINITY_DN38059_c0_g1_i1	hypothetical protein AK812_SmicGene2275
TRINITY_DN32543_c0_g1_i1	---NA---
TRINITY_DN62200_c0_g1_i1	---NA---
TRINITY_DN26052_c0_g1_i1	Serine/threonine-protein phosphatase PP1 isozyme 2
TRINITY_DN1854_c0_g1_i1	---NA---
TRINITY_DN23928_c0_g1_i1	---NA---
TRINITY_DN47694_c0_g1_i1	Ribosomal RNA large subunit methyltransferase N
TRINITY_DN56254_c0_g1_i1	Sodium channel protein type 10 subunit alpha
TRINITY_DN20303_c1_g1_i1	hypothetical protein AK812_SmicGene40370
TRINITY_DN38228_c0_g1_i1	putative cytosine deaminase
TRINITY_DN54854_c0_g1_i1	D-threo-3-hydroxyaspartate dehydratase
TRINITY_DN22196_c0_g1_i1	conserved unknown protein
TRINITY_DN5529_c0_g1_i1	"methyltransferase
TRINITY_DN16948_c0_g2_i1	"hypothetical protein AK812_SmicGene46012
TRINITY_DN19191_c0_g1_i2	"Fucoxanthin-chlorophyll a-c binding protein F
TRINITY_DN41648_c0_g1_i1	---NA---
TRINITY_DN18372_c0_g2_i2	"Pentatricopeptide repeat-containing protein
TRINITY_DN23598_c0_g1_i1	---NA---
TRINITY_DN25334_c0_g1_i1	Transposon Ty2-C Gag-Pol polyprotein
TRINITY_DN35006_c0_g1_i1	---NA---
TRINITY_DN35376_c0_g1_i1	hypothetical protein AK812_SmicGene16206
TRINITY_DN33282_c0_g1_i1	ERAD-associated E3 ubiquitin-protein ligase DOA10
TRINITY_DN25356_c0_g1_i1	---NA---
TRINITY_DN13761_c0_g1_i1	predicted protein
TRINITY_DN15175_c0_g1_i1	hypothetical protein AK812_SmicGene31338
TRINITY_DN48768_c0_g1_i1	RNA pseudouridylate synthase domain-containing protein 1
TRINITY_DN39659_c0_g1_i1	Calcium-dependent protein kinase 15
TRINITY_DN29843_c0_g1_i1	Napsin-A
TRINITY_DN16926_c0_g1_i3	hypothetical protein AK812_SmicGene19817
TRINITY_DN27310_c0_g1_i1	---NA---
TRINITY_DN61053_c0_g1_i1	---NA---
TRINITY_DN53736_c0_g1_i1	---NA---
TRINITY_DN54458_c0_g1_i1	"Alternative oxidase
TRINITY_DN21206_c0_g4_i1	ATP-dependent zinc metalloprotease FtsH
TRINITY_DN2575_c0_g2_i1	hypothetical protein AK812_SmicGene5154
TRINITY_DN26795_c0_g1_i1	---NA---
TRINITY_DN40109_c1_g1_i1	---NA---
TRINITY_DN5435_c0_g1_i1	hypothetical protein AK812_SmicGene34323
TRINITY_DN5718_c0_g2_i1	hypothetical protein AK812_SmicGene26236
TRINITY_DN8646_c0_g1_i1	---NA---
TRINITY_DN46631_c0_g2_i1	hypothetical protein AK812_SmicGene13583
TRINITY_DN24215_c0_g1_i1	hypothetical protein AK812_SmicGene38236
TRINITY_DN49067_c0_g1_i1	---NA---
TRINITY_DN59020_c0_g2_i1	"Pentatricopeptide repeat-containing protein
TRINITY_DN24377_c0_g1_i1	Serine/threonine-protein phosphatase T
TRINITY_DN39335_c0_g1_i1	hypothetical protein AK812_SmicGene11235
TRINITY_DN7233_c0_g1_i1	acetoin utilization protein
TRINITY_DN69532_c0_g1_i1	---NA---
TRINITY_DN41787_c0_g1_i1	putative sulfatase PB10D8.02c
TRINITY_DN42868_c0_g1_i1	D-beta-hydroxybutyrate dehydrogenase
TRINITY_DN43773_c0_g1_i1	---NA---
TRINITY_DN11113_c0_g2_i1	WD repeat-containing protein 5-like
TRINITY_DN60458_c0_g1_i1	"Pentatricopeptide repeat-containing protein
TRINITY_DN63480_c0_g1_i1	"Pentatricopeptide repeat-containing protein
TRINITY_DN4682_c0_g1_i1	hypothetical protein PPERSA_02028
TRINITY_DN65365_c0_g1_i1	hypothetical protein AK812_SmicGene35951
TRINITY_DN41378_c0_g1_i1	---NA---
TRINITY_DN65358_c0_g1_i1	NADPH:quinone oxidoreductase
TRINITY_DN33609_c0_g1_i1	---NA---
TRINITY_DN60667_c0_g1_i1	---NA---
TRINITY_DN12041_c0_g1_i1	Ubiquitin carboxyl-terminal hydrolase 8
TRINITY_DN15447_c0_g2_i1	hypothetical protein AK812_SmicGene27181
TRINITY_DN19515_c0_g1_i3	"Fucoxanthin-chlorophyll a-c binding protein F
TRINITY_DN24503_c0_g1_i1	5'-AMP-activated protein kinase catalytic subunit alpha-1
TRINITY_DN24867_c0_g1_i1	KDEL-tailed cysteine endopeptidase CEP1
TRINITY_DN38936_c0_g1_i1	GDP-fucose protein O-fucosyltransferase 1
TRINITY_DN41170_c0_g1_i1	---NA---
TRINITY_DN44844_c0_g1_i1	---NA---
TRINITY_DN47568_c0_g1_i1	hypothetical protein AK812_SmicGene22564
TRINITY_DN48145_c0_g1_i1	hypothetical protein AK812_SmicGene35444
TRINITY_DN56780_c0_g1_i1	---NA---
TRINITY_DN56906_c0_g1_i1	Potassium voltage-gated channel subfamily H member 6
TRINITY_DN66404_c0_g1_i1	Circumsporozoite protein
TRINITY_DN9807_c0_g1_i1	hypothetical protein AK812_SmicGene41964
TRINITY_DN9843_c0_g2_i1	Histone-lysine N-methyltransferase SMYD3
TRINITY_DN54708_c0_g1_i1	E3 ubiquitin-protein ligase UPL7
TRINITY_DN6915_c0_g1_i1	---NA---
TRINITY_DN51980_c0_g1_i1	Electrogenic sodium bicarbonate cotransporter 1
TRINITY_DN54662_c0_g1_i1	putative acetolactate synthase large subunit
TRINITY_DN59270_c0_g1_i1	hypothetical protein AK812_SmicGene30893
TRINITY_DN9118_c0_g1_i1	hypothetical protein AK812_SmicGene6713
TRINITY_DN18166_c0_g3_i1	hypothetical protein AK812_SmicGene30735
TRINITY_DN41815_c0_g1_i1	---NA---
TRINITY_DN40161_c0_g1_i1	hypothetical protein AK812_SmicGene40231
TRINITY_DN67639_c0_g1_i1	---NA---
TRINITY_DN19341_c1_g1_i1	Calcium-dependent protein kinase 2
TRINITY_DN741_c0_g2_i1	hypothetical protein AK812_SmicGene18887
TRINITY_DN39965_c0_g1_i1	Ribosome biogenesis methyltransferase WBSCR22
TRINITY_DN53973_c0_g1_i1	hypothetical protein AK812_SmicGene19596
TRINITY_DN7311_c0_g1_i1	hypothetical protein AK812_SmicGene34342
TRINITY_DN25026_c0_g1_i1	Leucine-rich repeat and IQ domain-containing protein 1
TRINITY_DN22116_c0_g1_i1	hypothetical protein AK812_SmicGene13710
TRINITY_DN34016_c0_g1_i1	---NA---
TRINITY_DN48540_c0_g1_i1	putative trans-acting enoyl reductase
TRINITY_DN52223_c0_g1_i1	putative Xaa-Pro aminopeptidase P
TRINITY_DN45181_c0_g1_i1	---NA---
TRINITY_DN28363_c0_g1_i1	"Pentatricopeptide repeat-containing protein
TRINITY_DN32721_c0_g1_i1	---NA---
TRINITY_DN37098_c0_g1_i1	---NA---
TRINITY_DN37860_c0_g1_i1	hypothetical protein AK812_SmicGene1093
TRINITY_DN42831_c0_g1_i1	Ankyrin repeat domain protein
TRINITY_DN68096_c0_g1_i1	---NA---
TRINITY_DN21763_c0_g2_i1	hypothetical protein AK812_SmicGene43180
TRINITY_DN30246_c0_g1_i1	hypothetical protein AK812_SmicGene14677
TRINITY_DN48830_c0_g1_i1	---NA---
TRINITY_DN3745_c0_g2_i1	---NA---
TRINITY_DN21088_c0_g1_i1	hypothetical protein AK812_SmicGene9426
TRINITY_DN12682_c0_g1_i1	hypothetical protein AK812_SmicGene41881
TRINITY_DN60235_c0_g1_i1	putative E3 ubiquitin-protein ligase HERC1
TRINITY_DN55124_c0_g1_i1	hypothetical protein AK812_SmicGene15268
TRINITY_DN10224_c0_g1_i1	---NA---
TRINITY_DN16759_c0_g1_i1	hypothetical protein AK812_SmicGene36579
TRINITY_DN24341_c0_g1_i1	Catechol O-methyltransferase
TRINITY_DN67435_c0_g1_i1	hypothetical protein AK812_SmicGene4378
TRINITY_DN42908_c0_g1_i1	---NA---
TRINITY_DN11040_c0_g1_i1	UPF0586 protein
TRINITY_DN1367_c0_g2_i1	tRNA (guanine(37)-N1)-methyltransferase
TRINITY_DN19359_c0_g2_i3	Voltage-dependent T-type calcium channel subunit alpha-1G
TRINITY_DN22377_c0_g1_i1	hypothetical protein AK812_SmicGene14307
TRINITY_DN23638_c0_g1_i1	DNA-directed RNA polymerase I subunit RPA2
