gene_ID	GOs				
Ga0573226_01_1025911_1027335					
Ga0573226_01_1027382_1027996					
Ga0573226_01_1028038_1029546					
Ga0573226_01_1029612_1032599					
Ga0573226_01_1032817_1033722					
Ga0573226_01_1033723_1034922	GO:0003674;GO:0003824;GO:0004774;GO:0004775;GO:0006082;GO:0006091;GO:0006099;GO:0006101;GO:0008150;GO:0008152;GO:0009060;GO:0009987;GO:0015980;GO:0016874;GO:0016877;GO:0016878;GO:0016999;GO:0017144;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0045333;GO:0055114;GO:0071704;GO:0072350				
Ga0573226_01_1034995_1035957	GO:0003674;GO:0003824;GO:0006082;GO:0006091;GO:0006099;GO:0006101;GO:0008150;GO:0008152;GO:0009060;GO:0009987;GO:0015980;GO:0016491;GO:0016614;GO:0016615;GO:0016616;GO:0016999;GO:0017144;GO:0019752;GO:0030060;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0045333;GO:0055114;GO:0071704;GO:0072350				
Ga0573226_01_1036131_1037288	GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005739;GO:0005740;GO:0006091;GO:0006119;GO:0006123;GO:0006139;GO:0006163;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0006996;GO:0007005;GO:0008150;GO:0008152;GO:0009056;GO:0009057;GO:0009060;GO:0009117;GO:0009123;GO:0009126;GO:0009141;GO:0009144;GO:0009150;GO:0009161;GO:0009167;GO:0009199;GO:0009205;GO:0009259;GO:0009987;GO:0015980;GO:0016020;GO:0016043;GO:0016310;GO:0017144;GO:0019538;GO:0019637;GO:0019646;GO:0019693;GO:0022900;GO:0022904;GO:0030163;GO:0031090;GO:0031966;GO:0031967;GO:0031975;GO:0034641;GO:0035694;GO:0042773;GO:0042775;GO:0043170;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0044237;GO:0044238;GO:0044248;GO:0044257;GO:0044260;GO:0044265;GO:0044267;GO:0044281;GO:0044422;GO:0044424;GO:0044429;GO:0044444;GO:0044446;GO:0044464;GO:0045333;GO:0046034;GO:0046483;GO:0055086;GO:0055114;GO:0071704;GO:0071840;GO:0072521;GO:1901135;GO:1901360;GO:1901564;GO:1901565;GO:1901575				
Ga0573226_01_1038185_1038967					
Ga0573226_01_1039042_1039566					
Ga0573226_01_1040116_1040493					
Ga0573226_01_1040611_1041504					
Ga0573226_01_1041608_1043497	GO:0003674;GO:0003676;GO:0003677;GO:0003678;GO:0003824;GO:0004003;GO:0004386;GO:0005488;GO:0005575;GO:0005622;GO:0005623;GO:0005657;GO:0005694;GO:0005737;GO:0006139;GO:0006259;GO:0006281;GO:0006310;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0006996;GO:0008026;GO:0008094;GO:0008150;GO:0008152;GO:0008270;GO:0009295;GO:0009378;GO:0009987;GO:0016043;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0016887;GO:0017111;GO:0017116;GO:0017117;GO:0030894;GO:0032392;GO:0032508;GO:0032991;GO:0032993;GO:0033202;GO:0033554;GO:0034641;GO:0042623;GO:0043138;GO:0043140;GO:0043142;GO:0043167;GO:0043169;GO:0043170;GO:0043226;GO:0043228;GO:0043229;GO:0043232;GO:0043590;GO:0044237;GO:0044238;GO:0044260;GO:0044422;GO:0044424;GO:0044427;GO:0044446;GO:0044464;GO:0046483;GO:0046872;GO:0046914;GO:0050896;GO:0051276;GO:0051716;GO:0070035;GO:0071103;GO:0071704;GO:0071840;GO:0090304;GO:0097159;GO:0140097;GO:1901360;GO:1901363;GO:1902494;GO:1904949				
Ga0573226_01_1044157_1044801					
Ga0573226_01_1044918_1045295					
Ga0573226_01_1045393_1046832					
Ga0573226_01_1047067_1048260					
Ga0573226_01_1048221_1049042					
Ga0573226_01_1051317_1052099					
Ga0573226_01_1052169_1053014					
Ga0573226_01_1053025_1054851					
Ga0573226_01_1054857_1055240					
Ga0573226_01_1055252_1055650	GO:0005575;GO:0005623;GO:0005886;GO:0016020;GO:0044464;GO:0071944				
Ga0573226_01_1056825_1057757					
Ga0573226_01_1058543_1059253					
Ga0573226_01_1059678_1060424					
Ga0573226_01_1060670_1061278					
Ga0573226_01_1061478_1061798					
Ga0573226_01_1061888_1063819					
Ga0573226_01_1063903_1064301					
Ga0573226_01_1064288_1064602					
Ga0573226_01_1065059_1065691					
Ga0573226_01_1065830_1066249					
Ga0573226_01_1066647_1067597					
Ga0573226_01_1067597_1068175					
Ga0573226_01_1068489_1069703					
Ga0573226_01_1069793_1071058					
Ga0573226_01_1071091_1072722	GO:0000166;GO:0003674;GO:0003824;GO:0005215;GO:0005488;GO:0005524;GO:0005575;GO:0005623;GO:0005886;GO:0006810;GO:0006857;GO:0008144;GO:0008150;GO:0015399;GO:0015405;GO:0015833;GO:0015893;GO:0016020;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0016887;GO:0017076;GO:0017111;GO:0022804;GO:0022857;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639;GO:0035672;GO:0036094;GO:0042221;GO:0042493;GO:0042623;GO:0042626;GO:0042884;GO:0042886;GO:0042891;GO:0043167;GO:0043168;GO:0043492;GO:0044464;GO:0050896;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0071705;GO:0071944;GO:0097159;GO:0097367;GO:1901265;GO:1901363				
Ga0573226_01_1072733_1073917	GO:0005575;GO:0005623;GO:0005886;GO:0006810;GO:0006857;GO:0008150;GO:0015833;GO:0015893;GO:0016020;GO:0035672;GO:0042221;GO:0042493;GO:0042884;GO:0042886;GO:0042891;GO:0044464;GO:0050896;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0071705;GO:0071944				
Ga0573226_01_1073921_1075045	GO:0003674;GO:0005215;GO:0005575;GO:0005623;GO:0005886;GO:0006810;GO:0006857;GO:0008150;GO:0015833;GO:0015893;GO:0016020;GO:0022857;GO:0035672;GO:0042221;GO:0042493;GO:0042884;GO:0042886;GO:0042891;GO:0044464;GO:0050896;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0071705;GO:0071944				
Ga0573226_01_1075112_1076998					
Ga0573226_01_1076995_1078875					
Ga0573226_01_1078986_1080419					
Ga0573226_01_1080563_1081114					
Ga0573226_01_1081313_1082047					
Ga0573226_01_1082076_1082984					
Ga0573226_01_1083022_1084023					
Ga0573226_01_1084512_1085144					
Ga0573226_01_1087565_1088185	GO:0003674;GO:0003824;GO:0004619;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0005975;GO:0005996;GO:0006006;GO:0006082;GO:0006090;GO:0006091;GO:0006094;GO:0006096;GO:0006109;GO:0006139;GO:0006140;GO:0006163;GO:0006164;GO:0006165;GO:0006725;GO:0006732;GO:0006733;GO:0006753;GO:0006754;GO:0006757;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009058;GO:0009108;GO:0009117;GO:0009123;GO:0009124;GO:0009126;GO:0009127;GO:0009132;GO:0009135;GO:0009141;GO:0009142;GO:0009144;GO:0009145;GO:0009150;GO:0009152;GO:0009156;GO:0009161;GO:0009165;GO:0009166;GO:0009167;GO:0009168;GO:0009179;GO:0009185;GO:0009199;GO:0009201;GO:0009205;GO:0009206;GO:0009259;GO:0009260;GO:0009894;GO:0009987;GO:0010675;GO:0016051;GO:0016052;GO:0016053;GO:0016310;GO:0016853;GO:0016866;GO:0016868;GO:0017144;GO:0018130;GO:0019219;GO:0019220;GO:0019222;GO:0019318;GO:0019319;GO:0019359;GO:0019362;GO:0019363;GO:0019438;GO:0019439;GO:0019637;GO:0019693;GO:0019752;GO:0031323;GO:0031329;GO:0032787;GO:0034248;GO:0034404;GO:0034641;GO:0034654;GO:0034655;GO:0042866;GO:0043436;GO:0043455;GO:0043456;GO:0043470;GO:0043471;GO:0044237;GO:0044238;GO:0044248;GO:0044249;GO:0044270;GO:0044271;GO:0044281;GO:0044283;GO:0044424;GO:0044444;GO:0044464;GO:0046031;GO:0046034;GO:0046364;GO:0046390;GO:0046394;GO:0046434;GO:0046483;GO:0046496;GO:0046538;GO:0046700;GO:0046939;GO:0050789;GO:0050794;GO:0051171;GO:0051174;GO:0051186;GO:0051188;GO:0051193;GO:0051196;GO:0055086;GO:0060255;GO:0062012;GO:0065007;GO:0071704;GO:0072330;GO:0072521;GO:0072522;GO:0072524;GO:0072525;GO:0080090;GO:0090407;GO:1901135;GO:1901137;GO:1901292;GO:1901293;GO:1901360;GO:1901361;GO:1901362;GO:1901564;GO:1901566;GO:1901575;GO:1901576;GO:1902031				
Ga0573226_01_1088218_1089027	GO:0003674;GO:0003824;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0006082;GO:0006520;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0008839;GO:0009058;GO:0009987;GO:0016053;GO:0016491;GO:0016627;GO:0016628;GO:0019752;GO:0019877;GO:0043436;GO:0043648;GO:0043650;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0044424;GO:0044444;GO:0044464;GO:0046394;GO:0046451;GO:0055114;GO:0071704;GO:1901564;GO:1901566;GO:1901576				
Ga0573226_01_1089452_1092205					
Ga0573226_01_1092264_1094399	GO:0000175;GO:0003674;GO:0003676;GO:0003723;GO:0003729;GO:0003824;GO:0004518;GO:0004527;GO:0004532;GO:0004540;GO:0004654;GO:0005488;GO:0006139;GO:0006401;GO:0006402;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0008408;GO:0009056;GO:0009057;GO:0009892;GO:0009987;GO:0010468;GO:0010605;GO:0010629;GO:0016070;GO:0016071;GO:0016740;GO:0016772;GO:0016779;GO:0016787;GO:0016788;GO:0016796;GO:0016896;GO:0019222;GO:0019439;GO:0034641;GO:0034655;GO:0043170;GO:0044237;GO:0044238;GO:0044248;GO:0044260;GO:0044265;GO:0044270;GO:0046483;GO:0046700;GO:0048519;GO:0050789;GO:0060255;GO:0065007;GO:0071704;GO:0090304;GO:0090305;GO:0090501;GO:0090503;GO:0097159;GO:0140098;GO:1901360;GO:1901361;GO:1901363;GO:1901575				
Ga0573226_01_1094729_1094998	GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0005840;GO:0015935;GO:0022626;GO:0022627;GO:0032991;GO:0043226;GO:0043228;GO:0043229;GO:0043232;GO:0044391;GO:0044422;GO:0044424;GO:0044444;GO:0044445;GO:0044446;GO:0044464;GO:1990904				
Ga0573226_01_1095206_1096150	GO:0001522;GO:0003674;GO:0003824;GO:0006139;GO:0006396;GO:0006399;GO:0006400;GO:0006725;GO:0006807;GO:0008033;GO:0008150;GO:0008152;GO:0009451;GO:0009982;GO:0009987;GO:0010467;GO:0016070;GO:0016071;GO:0016556;GO:0016853;GO:0016866;GO:0034470;GO:0034641;GO:0034660;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0046483;GO:0071704;GO:0090304;GO:1901360;GO:1990481				
Ga0573226_01_1096357_1096764					
Ga0573226_01_1097006_1099741					
Ga0573226_01_1099772_1100407					
Ga0573226_01_1100543_1102201					
Ga0573226_01_1102278_1102871	GO:0000028;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0006412;GO:0006518;GO:0006807;GO:0006996;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0010467;GO:0016043;GO:0019538;GO:0022607;GO:0022613;GO:0022618;GO:0034622;GO:0034641;GO:0034645;GO:0042254;GO:0042255;GO:0042274;GO:0043043;GO:0043170;GO:0043603;GO:0043604;GO:0043933;GO:0044085;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044267;GO:0044271;GO:0044424;GO:0044444;GO:0044464;GO:0065003;GO:0070925;GO:0071704;GO:0071826;GO:0071840;GO:1901564;GO:1901566;GO:1901576				
Ga0573226_01_1103171_1103860	GO:0001510;GO:0003674;GO:0003824;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0006139;GO:0006396;GO:0006399;GO:0006400;GO:0006725;GO:0006807;GO:0008033;GO:0008150;GO:0008152;GO:0008168;GO:0008173;GO:0008175;GO:0008176;GO:0008757;GO:0009451;GO:0009987;GO:0010467;GO:0016070;GO:0016423;GO:0016740;GO:0016741;GO:0030488;GO:0032259;GO:0032991;GO:0034470;GO:0034641;GO:0034660;GO:0034708;GO:0036265;GO:0043170;GO:0043412;GO:0043414;GO:0043527;GO:0044237;GO:0044238;GO:0044260;GO:0044424;GO:0044444;GO:0044464;GO:0046483;GO:0071704;GO:0090304;GO:0106004;GO:0140098;GO:0140101;GO:1901360;GO:1902494;GO:1990234				
Ga0573226_01_1103983_1105155	GO:0003674;GO:0003824;GO:0004478;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0016740;GO:0016765;GO:0044424;GO:0044444;GO:0044464				
Ga0573226_01_1105267_1105671					
Ga0573226_01_1105861_1107477					
Ga0573226_01_1107584_1108780					
Ga0573226_01_1108819_1109331					
Ga0573226_01_1109347_1110480					
Ga0573226_01_1110497_1111975					
Ga0573226_01_1112101_1112967					
Ga0573226_01_1112960_1113409					
Ga0573226_01_1113453_1113941					
Ga0573226_01_1113938_1114615					
Ga0573226_01_1114795_1115352					
Ga0573226_01_1115543_1116046					
Ga0573226_01_1116174_1116941					
Ga0573226_01_1116959_1118263					
Ga0573226_01_1118267_1118785					
Ga0573226_01_1118792_1119352					
Ga0573226_01_1119477_1120052					
Ga0573226_01_1120179_1120841					
Ga0573226_01_1120957_1122084					
Ga0573226_01_1122245_1124167					
Ga0573226_01_1124539_1125390					
Ga0573226_01_1125413_1126036					
Ga0573226_01_1126033_1126503					
Ga0573226_01_1126611_1127267					
Ga0573226_01_1127334_1128914					
Ga0573226_01_1128918_1129721					
Ga0573226_01_1129900_1130793					
Ga0573226_01_1130937_1131710					
Ga0573226_01_1131886_1132152					
Ga0573226_01_1132800_1133240					
Ga0573226_01_1133394_1134875	GO:0003674;GO:0003676;GO:0003677;GO:0003688;GO:0003690;GO:0005488;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005886;GO:0006139;GO:0006259;GO:0006260;GO:0006261;GO:0006270;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0016020;GO:0034641;GO:0034645;GO:0043170;GO:0043565;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044424;GO:0044464;GO:0046483;GO:0071704;GO:0071944;GO:0090304;GO:0097159;GO:1901360;GO:1901363;GO:1901576;GO:1990837				
Ga0573226_01_1135145_1136263					
Ga0573226_01_1136301_1137449					
Ga0573226_01_1137582_1140035					
Ga0573226_01_1140275_1140799					
Ga0573226_01_1141150_1143243					
Ga0573226_01_1143586_1144002					
Ga0573226_01_1144376_1146046	GO:0000166;GO:0000719;GO:0003674;GO:0003824;GO:0003913;GO:0003914;GO:0005488;GO:0006139;GO:0006259;GO:0006281;GO:0006290;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0008150;GO:0008152;GO:0009987;GO:0016829;GO:0016830;GO:0033554;GO:0034641;GO:0036094;GO:0043167;GO:0043168;GO:0043170;GO:0044237;GO:0044238;GO:0044260;GO:0046483;GO:0048037;GO:0050660;GO:0050662;GO:0050896;GO:0051536;GO:0051539;GO:0051540;GO:0051716;GO:0071704;GO:0071949;GO:0090304;GO:0097159;GO:0140097;GO:1901265;GO:1901360;GO:1901363				
Ga0573226_01_1146403_1147161					
Ga0573226_01_1147194_1147619					
Ga0573226_01_1147441_1147992					
Ga0573226_01_1147441_1147992					
Ga0573226_01_1151427_1151972					
Ga0573226_01_1154237_1155532					
Ga0573226_01_1156222_1156533					
Ga0573226_01_1156955_1157839					
Ga0573226_01_1158358_1159467					
Ga0573226_01_1159585_1159917					
Ga0573226_01_1159886_1160707					
Ga0573226_01_1161708_1162355					
Ga0573226_01_1162569_1163330					
Ga0573226_01_1163338_1163619					
Ga0573226_01_1163641_1164351					
Ga0573226_01_1164368_1165795					
Ga0573226_01_1165792_1166991					
Ga0573226_01_1167041_1167382					
Ga0573226_01_1167417_1168025	GO:0000162;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005950;GO:0006082;GO:0006520;GO:0006568;GO:0006576;GO:0006586;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009072;GO:0009073;GO:0009308;GO:0009309;GO:0009987;GO:0016053;GO:0018130;GO:0019438;GO:0019752;GO:0032991;GO:0034641;GO:0042401;GO:0042430;GO:0042435;GO:0043436;GO:0044106;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0044424;GO:0044444;GO:0044464;GO:0046219;GO:0046394;GO:0046483;GO:0071704;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607;GO:1902494				
Ga0573226_01_1168022_1169596					
Ga0573226_01_1170712_1171191					
Ga0573226_01_1171237_1171956					
Ga0573226_01_1172515_1173279					
Ga0573226_01_1178440_1179231					
Ga0573226_01_1179228_1180061					
Ga0573226_01_1183086_1183796					
Ga0573226_01_1183793_1184836	GO:0000162;GO:0003674;GO:0003824;GO:0004048;GO:0004425;GO:0006082;GO:0006520;GO:0006568;GO:0006576;GO:0006586;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009072;GO:0009073;GO:0009308;GO:0009309;GO:0009987;GO:0016053;GO:0016740;GO:0016757;GO:0016763;GO:0016829;GO:0016830;GO:0016831;GO:0018130;GO:0019438;GO:0019752;GO:0034641;GO:0042401;GO:0042430;GO:0042435;GO:0043436;GO:0044106;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0046219;GO:0046394;GO:0046483;GO:0071704;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607				
Ga0573226_01_1184858_1185115					
Ga0573226_01_1185137_1186651					
Ga0573226_01_1186662_1187834					
Ga0573226_01_1187831_1189081					
Ga0573226_01_1190085_1190465					
Ga0573226_01_1190765_1191436					
Ga0573226_01_1191399_1192745					
Ga0573226_01_1192746_1193384					
Ga0573226_01_1194970_1195773					
Ga0573226_01_1195805_1197196					
Ga0573226_01_1197209_1197940					
Ga0573226_01_1199746_1200114					
Ga0573226_01_1200107_1201369					
Ga0573226_01_1201461_1202981					
Ga0573226_01_1202984_1203463					
Ga0573226_01_1203521_1204504					
Ga0573226_01_1205361_1206422					
Ga0573226_01_1206419_1207504					
Ga0573226_01_1207527_1210001					
Ga0573226_01_1209998_1211236					
Ga0573226_01_1211233_1212264					
Ga0573226_01_1212261_1213295					
Ga0573226_01_1213308_1214438					
Ga0573226_01_1214449_1215435					
Ga0573226_01_1215564_1217480					
Ga0573226_01_1217607_1218665					
Ga0573226_01_1218666_1221770					
Ga0573226_01_1221937_1223277					
Ga0573226_01_1223402_1224685					
Ga0573226_01_1224760_1225767					
Ga0573226_01_1225794_1226288					
Ga0573226_01_1226328_1227467					
Ga0573226_01_1227506_1229065					
Ga0573226_01_1229210_1229992					
Ga0573226_01_1229996_1230445					
Ga0573226_01_1230442_1231704					
Ga0573226_01_1231757_1232503					
Ga0573226_01_1232508_1233926					
Ga0573226_01_1233926_1235218					
Ga0573226_01_1235225_1235779					
Ga0573226_01_1235840_1236871					
Ga0573226_01_1236953_1237618					
Ga0573226_01_1237970_1238707					
Ga0573226_01_1238868_1239911					
Ga0573226_01_1239946_1241040					
Ga0573226_01_1241037_1241882					
Ga0573226_01_1241879_1242679					
Ga0573226_01_1242694_1243431					
Ga0573226_01_1243444_1244355					
Ga0573226_01_1244352_1245743					
Ga0573226_01_1245715_1246416					
Ga0573226_01_1246924_1247688					
Ga0573226_01_1248236_1248574					
Ga0573226_01_1248606_1249151					
Ga0573226_01_1249155_1251563					
Ga0573226_01_1251560_1252738					
Ga0573226_01_1252735_1253256					
Ga0573226_01_1253506_1254432					
Ga0573226_01_1254535_1254963					
Ga0573226_01_1255011_1255376					
Ga0573226_01_1257440_1257961					
Ga0573226_01_1258015_1259496					
Ga0573226_01_1259612_1260025					
Ga0573226_01_1260060_1261808					
Ga0573226_01_1261805_1262932					
Ga0573226_01_1265025_1265516					
Ga0573226_01_1265635_1266972					
Ga0573226_01_1267047_1267892					
Ga0573226_01_1267902_1271516					
Ga0573226_01_1273007_1274083					
Ga0573226_01_1278286_1278798					
Ga0573226_01_1278933_1281701					
Ga0573226_01_1281787_1283412					
Ga0573226_01_1283466_1285019					
Ga0573226_01_1285483_1286256					
Ga0573226_01_1286286_1286705					
Ga0573226_01_1287849_1289405					
Ga0573226_01_1289406_1289837					
Ga0573226_01_1289945_1290922					
Ga0573226_01_1291177_1292130					
Ga0573226_01_1292416_1293099					
Ga0573226_01_1293330_1294559					
Ga0573226_01_1294770_1295624					
Ga0573226_01_1295634_1296902					
Ga0573226_01_1296979_1298079					
Ga0573226_01_1298162_1299256					
Ga0573226_01_1299751_1300632					
Ga0573226_01_1300658_1301122					
Ga0573226_01_1301221_1303335					
Ga0573226_01_1303410_1304438					
Ga0573226_01_1304677_1305912					
Ga0573226_01_1305921_1306907					
Ga0573226_01_1306907_1307395					
Ga0573226_01_1307396_1308214					
Ga0573226_01_1308211_1309833					
Ga0573226_01_1310002_1310949					
Ga0573226_01_1310939_1311997					
Ga0573226_01_1312221_1312898					
Ga0573226_01_1312921_1314078					
Ga0573226_01_1315031_1315900					
Ga0573226_01_1316082_1316858					
Ga0573226_01_1316864_1317910					
Ga0573226_01_1317907_1318449	GO:0000271;GO:0003674;GO:0003824;GO:0005975;GO:0005976;GO:0006629;GO:0008150;GO:0008152;GO:0008610;GO:0008653;GO:0008830;GO:0009058;GO:0009059;GO:0009103;GO:0009987;GO:0016051;GO:0016853;GO:0016854;GO:0016857;GO:0033692;GO:0034637;GO:0034645;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0044260;GO:0044262;GO:0044264;GO:0045226;GO:0046379;GO:0071704;GO:1901135;GO:1901137;GO:1901576;GO:1903509				
Ga0573226_01_1318449_1319690					
Ga0573226_01_1319739_1320230					
Ga0573226_01_1320227_1321060					
Ga0573226_01_1321057_1321848					
Ga0573226_01_1321870_1322778	GO:0001727;GO:0003674;GO:0003824;GO:0006629;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0009987;GO:0016301;GO:0016310;GO:0016740;GO:0016772;GO:0030258;GO:0044237;GO:0044238;GO:0044255;GO:0046834;GO:0071704				
Ga0573226_01_1322895_1323818					
Ga0573226_01_1323981_1325198	GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005739;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0044424;GO:0044444;GO:0044464				
Ga0573226_01_1325281_1326459					
Ga0573226_01_1326463_1327494					
Ga0573226_01_1327873_1329051					
Ga0573226_01_1329127_1329441					
Ga0573226_01_1329434_1330651					
Ga0573226_01_1330702_1331694					
Ga0573226_01_1331891_1332817					
Ga0573226_01_1333905_1335548					
Ga0573226_01_1335595_1337661					
Ga0573226_01_1337845_1338273					
Ga0573226_01_1338278_1338712					
Ga0573226_01_1338746_1339639					
Ga0573226_01_1339738_1341408					
Ga0573226_01_1341507_1343291					
Ga0573226_01_1343320_1343826					
Ga0573226_01_1343939_1344445					
Ga0573226_01_1344668_1345987	GO:0003674;GO:0003824;GO:0005975;GO:0005996;GO:0008150;GO:0008152;GO:0009045;GO:0009056;GO:0016052;GO:0016853;GO:0016860;GO:0016861;GO:0019321;GO:0019323;GO:0042732;GO:0042843;GO:0044238;GO:0044281;GO:0044282;GO:0046365;GO:0071704;GO:1901575				
Ga0573226_01_1346000_1347451					
Ga0573226_01_1347600_1348388					
Ga0573226_01_1348392_1349681	GO:0003674;GO:0005215;GO:0005575;GO:0005623;GO:0005886;GO:0006810;GO:0008150;GO:0008643;GO:0015144;GO:0015145;GO:0015749;GO:0016020;GO:0016021;GO:0022857;GO:0031224;GO:0034219;GO:0044425;GO:0044464;GO:0051119;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0071944				
Ga0573226_01_1349817_1350848	GO:0003674;GO:0005488;GO:0005575;GO:0005623;GO:0005975;GO:0005996;GO:0006810;GO:0008150;GO:0008152;GO:0008643;GO:0015749;GO:0015750;GO:0015753;GO:0019321;GO:0030246;GO:0030288;GO:0030313;GO:0031975;GO:0034219;GO:0036094;GO:0042597;GO:0042732;GO:0044238;GO:0044281;GO:0044464;GO:0048029;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0071704				
Ga0573226_01_1351115_1352380					
Ga0573226_01_1352377_1353804					
Ga0573226_01_1354056_1355753					
Ga0573226_01_1355842_1356246					
Ga0573226_01_1356269_1356850					
Ga0573226_01_1356854_1358260					
Ga0573226_01_1358263_1359567	GO:0003674;GO:0003824;GO:0016787;GO:0016810;GO:0016814;GO:0019239;GO:0050228;GO:0050279				
Ga0573226_01_1359567_1360484					
Ga0573226_01_1360487_1361326					
Ga0573226_01_1361396_1362406					
Ga0573226_01_1362580_1363521					
Ga0573226_01_1363549_1364376					
Ga0573226_01_1365328_1366674					
Ga0573226_01_1366712_1368025	GO:0003674;GO:0003824;GO:0003954;GO:0006139;GO:0006206;GO:0006208;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009112;GO:0009987;GO:0016491;GO:0016651;GO:0034641;GO:0044237;GO:0044238;GO:0044248;GO:0044270;GO:0044281;GO:0046113;GO:0046483;GO:0046700;GO:0055086;GO:0055114;GO:0071704;GO:0072527;GO:0072529;GO:1901360;GO:1901361;GO:1901564;GO:1901565;GO:1901575				
Ga0573226_01_1368093_1368572					
Ga0573226_01_1368572_1369867					
Ga0573226_01_1369929_1372211					
Ga0573226_01_1372415_1373926					
Ga0573226_01_1374093_1375082					
Ga0573226_01_1375501_1376196					
Ga0573226_01_1376515_1378350					
Ga0573226_01_1378350_1379093					
Ga0573226_01_1379096_1379797					
Ga0573226_01_1379807_1380256					
Ga0573226_01_1380253_1382046					
Ga0573226_01_1382043_1382666					
Ga0573226_01_1382666_1384033					
Ga0573226_01_1384940_1386727					
Ga0573226_01_1386763_1387782					
Ga0573226_01_1387800_1390694					
Ga0573226_01_1390709_1391512					
Ga0573226_01_1391873_1392907					
Ga0573226_01_1393126_1394361					
Ga0573226_01_1394441_1395334					
Ga0573226_01_1395327_1396253					
Ga0573226_01_1396262_1397353					
Ga0573226_01_1397387_1398133					
Ga0573226_01_1398143_1399264					
Ga0573226_01_1399277_1400320	GO:0003674;GO:0003824;GO:0006081;GO:0006950;GO:0006974;GO:0008150;GO:0008152;GO:0009056;GO:0009438;GO:0009987;GO:0016491;GO:0016614;GO:0016616;GO:0033554;GO:0042180;GO:0042182;GO:0044237;GO:0044248;GO:0044281;GO:0044282;GO:0046185;GO:0050896;GO:0051596;GO:0051716;GO:0055114;GO:0071704;GO:1901575				
Ga0573226_01_1400405_1401460					
Ga0573226_01_1401676_1402890					
Ga0573226_01_1403206_1404159					
Ga0573226_01_1404160_1405080					
Ga0573226_01_1405173_1406342					
Ga0573226_01_1406342_1407133					
Ga0573226_01_1407126_1407509					
Ga0573226_01_1407534_1408262					
Ga0573226_01_1408266_1408886					
Ga0573226_01_1409081_1409917					
Ga0573226_01_1409972_1411285					
Ga0573226_01_1411896_1413251					
Ga0573226_01_1413259_1413768					
Ga0573226_01_1413768_1414802					
Ga0573226_01_1415106_1416821					
Ga0573226_01_1417162_1417995					
Ga0573226_01_1418239_1419093					
Ga0573226_01_1419264_1420454					
Ga0573226_01_1420451_1421422					
Ga0573226_01_1421442_1422605					
Ga0573226_01_1422909_1423874					
